id,value
id_118,19.64358986536323
id_119,18.565901753682088
id_120,81.96226661195139
id_121,26.425827167017015
id_122,36.18394386156352
id_123,26.419162563167916
id_124,8.006515472476064
id_125,39.872267921733155
id_126,9.421021335227607
id_127,23.30486474233257
id_128,30.661496121527623
id_129,64.57964640476733
id_130,22.545304087822757
id_131,23.54160838194421
id_132,60.146462489410986
id_133,13.808205838858973
id_134,13.049593938212528
id_135,2.341919598409556
id_136,14.882124437562439
id_137,59.02442962341627
id_138,20.375446434334066
id_139,4.049734017641397
id_140,29.509878079235413
id_141,24.15066074948131
id_142,44.41206517277384
id_143,32.03744358057134
id_144,15.91062629623199
id_145,25.80423239745549
id_146,11.475085329240374
id_147,53.531049294432925
id_148,23.09419219382567
id_149,39.758565165336826
id_150,9.985213445420127
id_151,7.903157946117761
id_152,24.62678069747243
id_153,4.99278204150001
id_154,16.92066943243771
id_155,43.28685495768834
id_156,7.052296972611443
id_157,35.35072529230639
id_158,12.849821160061747
id_159,20.423939336539735
id_160,43.25807821183797
id_161,19.832226635889448
id_162,12.412275317148858
id_163,8.213172695010993
id_164,55.575233994613896
id_165,31.37073743197558
id_166,-1.6131581414279474
id_167,15.779369259631506
id_168,66.62205667670354
id_169,13.710282962725513
id_170,65.39405919579704
id_171,42.04113140816564
id_172,28.770584987109817
id_173,20.084772178984075
id_174,64.59124210613588
id_175,26.37242652515222
id_176,22.91662751980172
id_177,38.55485479983346
id_178,14.224165674813587
id_179,30.208902456513997
id_180,17.7888781985602
id_181,11.089254652703323
id_182,55.25990757943855
id_183,46.49079341258582
id_184,14.720225784199076
id_185,34.14609797277597
id_186,26.13236511709028
id_187,69.74307265213716
id_188,9.367384829045271
id_189,62.32923954426172
id_190,39.924501246839746
id_191,15.786334968247933
id_192,28.826058952155176
id_193,-0.9405402110514107
id_194,19.28592786642101
id_195,-0.7375625974717094
id_196,33.15594336584225
id_197,10.111586997542101
id_198,20.176362681438853
id_199,61.64449866955259
id_200,27.01448317446952
id_201,26.16480411032433
id_202,65.22049528503396
id_203,11.79547968417729
id_204,8.239333431225642
id_205,9.911364800346451
id_206,6.5354173812511585
id_207,0.7922477130010859
id_208,124.61538617780519
id_209,19.445899142445548
id_210,15.882847660668473
id_211,14.788470379329056
id_212,36.365629275876955
id_213,36.824402581799326
id_214,18.27103336417189
id_215,34.680044931872736
id_216,81.53674914224561
id_217,0.32347026093380593
id_218,11.596116399814933
id_219,33.86737378407408
id_220,15.138810690730509
id_221,14.22165158401614
id_222,115.37747097237533
id_223,12.14803855062744
id_224,16.51560414773985
id_225,65.04618695274544
id_226,16.585449427255035
id_227,19.15739869826655
id_228,9.896839026410655
id_229,5.525280451663028
id_230,48.021661197025686
id_231,13.008581729148137
id_232,53.185098923924784
id_233,43.73973085210829
id_234,25.600665810592798
id_235,42.38661298708772
id_236,71.06956957242362
id_237,43.29480270284352
id_238,10.831902597072942
id_239,18.70032816189539
