id,value
id_128,29.159009673658897
id_129,62.87634493450701
id_130,21.914331830447107
id_131,23.4315335719669
id_132,58.98647564119126
id_133,15.181967762390546
id_134,14.151158168338867
id_135,2.6332672157839023
id_136,12.565184938253852
id_137,58.647917291644234
id_138,20.44816066903804
id_139,5.364715370429131
id_140,29.03785271237326
id_141,25.336215553997015
id_142,45.27470731590545
id_143,30.800444918803283
id_144,18.31714670323583
id_145,26.00605263137418
id_146,11.986153368626987
id_147,52.008765235295066
id_148,23.420928197131808
id_149,38.58457948671733
id_150,10.12202594958379
id_151,8.16751360799042
id_152,23.30703600417557
id_153,6.3739490035779935
id_154,14.985146391825486
id_155,40.99878313741362
id_156,7.7921634194957
id_157,36.18036360693984
id_158,11.168010456118626
id_159,19.1394097439473
id_160,41.57057092627221
id_161,19.33777624758171
id_162,13.272958643238438
id_163,8.137147350655496
id_164,52.698743988697196
id_165,31.26342514962633
id_166,-0.3741949223782084
id_167,16.278146942869608
id_168,63.59586814682877
id_169,13.897750601975389
id_170,63.54339314826599
id_171,39.21306409865404
id_172,26.99131581907168
id_173,20.334610656469717
id_174,61.22421691894674
id_175,25.008010684516016
id_176,21.01253353000175
id_177,37.38971175705791
id_178,12.420382938859943
id_179,31.255206422276217
id_180,16.807147476231748
id_181,11.690405604854103
id_182,55.73401250174209
id_183,46.337271821828075
id_184,15.71838201273554
id_185,35.25679779291055
id_186,26.17620531221913
id_187,69.02820248862099
id_188,9.970857828021547
id_189,57.82553664538597
id_190,38.18447338128074
id_191,15.446447163823732
id_192,28.9971681906022
id_193,0.14356301287200013
id_194,19.109121413861114
id_195,0.9180659837070907
id_196,33.73371105758963
id_197,10.439784788647373
id_198,18.884156393765128
id_199,60.07257275631817
id_200,25.13722417538945
id_201,25.589526842848233
id_202,64.58906069489315
id_203,10.345528952524463
id_204,9.197850045504282
id_205,11.258371068277754
id_206,7.339135012415415
id_207,1.6961015191940974
id_208,124.05856135796228
id_209,20.74129147802915
id_210,16.375100205350957
id_211,13.951191300888588
id_212,36.248726500033584
id_213,35.9508626073932
id_214,18.941763070721567
id_215,34.94556351749303
id_216,78.53838643271969
id_217,0.5232998735412917
id_218,12.922200247581339
id_219,31.748705960418885
id_220,14.937341073298628
id_221,12.83930217094523
id_222,113.35469137238987
id_223,12.993843314010025
id_224,16.458222447467506
id_225,64.2517967529806
id_226,16.09809075164256
id_227,19.635996669292734
id_228,10.107056128804311
id_229,3.726131463873624
id_230,46.3646941061287
id_231,12.643240004044507
id_232,53.719616454480196
id_233,42.39150608506318
id_234,25.54672405813724
id_235,40.81021131168177
id_236,69.06514024315383
id_237,42.28018267445503
id_238,11.184944599808041
id_239,18.281204159417804
